,Agriculture,Fishing,Mining and Quarrying,Food & Beverages,Textiles and Wearing Apparel,Wood and Paper,"Petroleum, Chemical and Non-Metallic Mineral Products",Metal Products,Electrical and Machinery,Transport Equipment,Other Manufacturing,Recycling,"Electricity, Gas and Water",Construction,Maintenance and Repair,Wholesale Trade,Retail Trade,Hotels and Restraurants,Transport,Post and Telecommunications,Finacial Intermediation and Business Activities,Public Administration,"Education, Health and Other Services",Private Households,Others
AUT_Fishing,0.009623003245931211,0.07798101030397009,0.008685354013370988,0.11186215595718223,0.006375964211073723,0.02022667222841668,0.03343672557744263,0.021735329788594063,0.026333193713559248,0.0022270150606178403,0.003324735561903888,0.0012349324036765982,0.03439169206141355,0.06017119880973247,0.009573858263172952,0.04270819420982559,0.026891518322180504,0.006182912714464047,0.013417344715300358,0.016152665666103672,0.08701451308804617,0.004186672053537926,0.0069448912978504265,0.0006267256939195626,0.0016516917358263405
AUT_Mining and Quarrying,0.00045616203927685366,0.0002655867475065615,0.05282847271946134,0.0010345390048851631,0.0014265108148762444,0.009383417387894648,0.05900299300274357,0.020865536959925157,0.0370158686200502,0.0010376028502890352,0.0012870989020309664,0.00010716408004622348,0.05546132361973789,0.01701310053514315,0.014257215801038515,0.03747318510236001,0.007582822790434366,0.0052970085489608505,0.10447739288388212,0.009068019498082293,0.13837667717564328,0.0006431806323762998,0.006920323753933659,5.506997076363216e-05,0.000728479479069051
AUT_Food & Beverages,0.2360921043622539,0.0006847839509667771,0.004077344299855253,0.1720234825312555,0.0022557141877401067,0.030734165396301995,0.029935413750467772,0.011047432301822386,0.008457424522658045,0.00013955860700681807,0.0014808436067372155,3.300680451598517e-05,0.020013277783929414,0.008895830414383327,0.006547779385801743,0.0837502112110546,0.02083745264832759,0.005394371543516722,0.03438197949765329,0.0060031059670624075,0.09408235908386715,0.000777566182599794,0.013679727049939076,3.6313727328141404e-06,0.00026863035383064117
AUT_Textiles and Wearing Apparel,0.014968573470172115,5.2899648816651965e-05,0.001678139570894874,0.047765130542721,0.26479048211493217,0.019838566010748928,0.05285934539559779,0.00598645169174755,0.008692457452214156,9.74727558670861e-05,0.0019094082786389763,0.0008591551088664333,0.017432113240157015,0.009505496987350997,0.004205197341643711,0.105739158573085,0.022095993138117904,0.004760490596435639,0.029220440539930337,0.008552164997346581,0.08888411173355855,0.0009179686904789713,0.009073163695164794,1.499912149347137e-05,0.007940567792984772
AUT_Wood and Paper,0.05296255830000327,7.832478417702005e-05,0.004049552286938127,0.0017362295544372036,0.019354941947682263,0.3504730372277432,0.03384439161206689,0.005817898286227698,0.010095372089557087,9.670808013751438e-05,0.002379092058108724,4.285819457303844e-05,0.022676344646866825,0.007772489622448362,0.004002527832692445,0.05211042134665215,0.006607065727640572,0.0024965669164942104,0.053847750343558466,0.009469726787993484,0.08681748088645905,0.0076154721891132674,0.027028914375880345,8.889365742422836e-06,0.00018676881742319592
"AUT_Petroleum, Chemical and Non-Metallic Mineral Products",0.0016708037769533537,0.04939569858818186,0.03785396798750464,0.006603426837668571,0.005268647333006867,0.03627166538208259,0.19510302941468313,0.0113284835192283,0.012840730435446973,0.000277536901372683,0.0013666894890032627,0.003593126358651764,0.03308482436960076,0.010773120954638457,0.005787088569032423,0.07914981089799634,0.006464325351582691,0.0053838046593256824,0.06014345443379325,0.008577349135758904,0.12183448410680355,0.0008385568517458545,0.009894560138858092,5.053258209534831e-06,0.00032023714556546015
AUT_Metal Products,0.000494042919924998,0.007992544831224628,0.002915827659842724,0.000614283518979013,0.001984270766248832,0.012754056073199438,0.0783571832569655,0.2672956560838913,0.013596436299931375,0.00027191271707057926,0.0007157031974509659,0.013119945623220533,0.028636897296414086,0.008226776710344233,0.0028278775525354383,0.06589415489950422,0.005545162638868633,0.0058186612515343785,0.06100756039562879,0.009370511593280718,0.11652531429245659,0.0006760245937002849,0.00727589228553074,3.0820219075090315e-06,0.0003359039314926677
AUT_Electrical and Machinery,0.00016077904502165256,1.1362556577366019e-05,2.6856452622200155e-05,0.0004893731086598243,0.002007102280157485,0.016271728172948686,0.05384062123098382,0.12985440256920833,0.17150109859236562,0.0015082078113287003,0.0014370301677344884,1.534974675545446e-05,0.009743575534984906,0.00541546750100661,0.0032598158958907237,0.12273104946467984,0.004688981936364665,0.007919393239607482,0.023224716555146834,0.011404584367563647,0.12958123523431198,0.000931614294923565,0.008972075028401924,4.629955899003289e-06,0.00035159631925015905
AUT_Transport Equipment,0.00024263617600067252,1.4582224829683393e-05,2.2099274645239863e-05,0.000541316364771255,0.003956334762599681,0.013228231870567504,0.05377864072362383,0.061299768000460934,0.11848983853191322,0.307964277341811,0.016517323714529304,2.7503314778150462e-05,0.009152316725236153,0.004159815400133952,0.007931658744787925,0.05440811782377098,0.005773939120139529,0.003484919453200487,0.015982813816873668,0.0074249667009572305,0.08695152097588085,0.0009269765382672094,0.005077562676177575,4.787182936998991e-06,0.0001858109078291195
AUT_Other Manufacturing,0.0009940544517602538,0.0002871670944570401,0.0002588124475889843,0.0021309633149210394,0.036580682420547225,0.18672925787139388,0.06014391949539785,0.052658271334273886,0.012466704585985422,0.006273509284743924,0.05181762419018305,0.00010510287977917545,0.00931292013736703,0.007449750748740735,0.006930658649260922,0.06450855176417862,0.020376479128512336,0.004809434087561469,0.02345728013040338,0.0070151162725163385,0.1012802664814084,0.0007869703780384185,0.008470124273556551,5.2661253138666605e-06,0.0002631389646064166
AUT_Recycling,0.0002106978550549321,0.00016815108733728775,0.00025220170101601175,0.0003146201429504013,0.00020205193014949515,0.00937788299513717,0.10907859669284106,0.1310417082145435,0.010393330070038622,0.00018675773215491107,0.0032535895481360074,0.004076251267575624,0.03587999063282484,0.013933618753651848,0.005444200723075254,0.11540738159052423,0.0045251581728458995,0.0031893350184830417,0.06787949336134257,0.005996192142732171,0.0688475244518108,0.0007091054944477361,0.0052718886561270864,6.523716809751415e-05,0.0002810979222189251
"AUT_Electricity, Gas and Water",7.545412596186491e-05,0.03857264831068838,0.048220674639200836,0.0005435909633643854,0.0003118836788414428,0.002400505302753608,0.004821670591006407,0.005170686645072444,0.017219418629742758,0.00020910023698418045,0.0010758109593098707,0.003943773378297247,0.3493888845503922,0.012299718347956193,0.0021211258465068756,0.03440185920926813,0.0008849321460527175,0.002633093161332568,0.017740362916438473,0.004293115870411329,0.040424624591786,0.0002966279316212934,0.004534098847613129,4.646669319692303e-06,0.00011443845777619204
AUT_Construction,0.0006554106436435284,2.7427612446198594e-05,0.021402483825470726,0.0005349278482895073,0.004845624370787803,0.0401772981165992,0.11447576476275506,0.0571778377137984,0.0360694699067705,0.00042753955225164887,0.0021887784820890407,0.00038812173025454055,0.006926260790854167,0.11998522262021723,0.005654908518217208,0.06166051251104327,0.009263664757261017,0.002859742656768717,0.013221779695276905,0.004732725197619369,0.08416225665289402,0.0005328184495165347,0.0038516838853850056,1.4324081276786659e-06,5.4494675920964175e-05
AUT_Maintenance and Repair,0.0005602064959723478,9.832536106822696e-06,2.653921106621923e-05,0.0004615385198866735,0.0017053727269305775,0.0406629669378497,0.026482072157179695,0.016553591185801908,0.027441980476886535,0.08535276285898039,0.0022928134457617356,1.602323355303825e-05,0.00697514820967619,0.0017392989090770446,0.06379508862442372,0.026745028061498186,0.01120579109544548,0.004101472678921923,0.013277098236878317,0.015238745958830829,0.1566389065481794,0.0013653871584590998,0.0113582698141064,4.217254183096512e-06,0.00040017430317321943
AUT_Wholesale Trade,0.0003035245737926741,4.385841370236291e-06,0.00044406260537315217,0.0027466563608667337,0.004612222627971661,0.04464408007287076,0.016649107893062242,0.007118374931177772,0.017734106469936072,0.0011347167555270671,0.00410489601858205,1.7462450335017673e-05,0.005470291136831663,0.0080818969006069,0.009965912299801176,0.07212018187080178,0.02685696931957613,0.011358783313185588,0.04695889837576786,0.03587429549130309,0.21131471480553807,0.0006949753467804071,0.012007670582093783,1.7837604841233553e-06,0.0007451163144468812
AUT_Retail Trade,9.03563858409294e-05,7.414763876451054e-06,5.940710972959587e-05,0.0011193021828752442,0.00487660312622887,0.03215661219387247,0.014013046283480551,0.003291105667115093,0.008687696135677042,0.00032766821525986433,0.0023084497235637733,1.9594620562584032e-05,0.010744061283754217,0.0035966537513262824,0.008301181291668567,0.02556736769466319,0.01946825286634092,0.0030449289665821153,0.006225383966979843,0.018032787715249275,0.18326827878956523,0.00044779213593210316,0.00583249348834058,3.494141578147046e-06,0.0007196787912409613
AUT_Hotels and Restraurants,0.020018532400765947,0.0005208445608319423,0.0036394120736239605,0.15766849948035624,0.00293159975159014,0.007186117404595949,0.015124967213735022,0.004899118906431596,0.001913141076085733,4.419893998230996e-05,0.002496583006069972,2.931071392718473e-05,0.028341897777942486,0.03708383726233013,0.001823019062576628,0.02943120223905472,0.056900508205387855,0.01035288721038127,0.006867386361874359,0.010829607008889668,0.14716243389614067,0.000507542851457506,0.012433764427677296,2.1601078893816337e-06,0.009022202932302124
AUT_Transport,0.0005609577718431522,1.1351526035349666e-05,0.0010883216260064688,0.002490461919720081,0.0024801154360098916,0.01727633136410216,0.029551365933191905,0.0010744220223426078,0.004582268283908004,0.010183893615811594,0.00038671462835886654,1.2043925272553668e-05,0.008781931304437938,0.025044009271032095,0.031480970415169694,0.017885639265303187,0.012628471007649477,0.07527439545576146,0.13651459460607224,0.013641688289991153,0.12470393026159503,0.0008362443204880125,0.007719743370917323,5.3831061477674565e-06,0.0003723192195898467
AUT_Post and Telecommunications,5.2571534845221845e-05,6.490799796917126e-06,9.301370315305406e-05,0.00010218226725247006,0.002217190648624775,0.01864577385733607,0.008686177925908629,0.01264756565204805,0.05510625523727947,0.00011988409691214573,0.004421305970831684,8.800995441572879e-06,0.011387110673536264,0.016657555840976668,0.0016906533737248602,0.024681989999781932,0.0160670939211335,0.00499496267331752,0.019826091286019528,0.2967624618044845,0.09767848388691194,0.0007495387133830069,0.0035938393366931123,2.726415099960493e-06,0.0007289743990149369
AUT_Finacial Intermediation and Business Activities,0.00011050483349452494,8.700488693325203e-06,0.00024697182126950533,0.0004454839475012474,0.000659243496787289,0.0207002235991794,0.006377606212114959,0.001881282716114872,0.003238341308381568,0.00013551903372295977,0.0015779498822047478,9.401935107731198e-06,0.007703617160632534,0.07987345372339825,0.0025170991358050253,0.004942049158742538,0.004731293711563513,0.002958757376707134,0.002799320966798968,0.015006156185047928,0.34812584252752815,0.0011512841527794703,0.022290204353526282,5.338412143768934e-06,0.00014049518910257713
AUT_Public Administration,0.00046516804043556447,5.369931612971255e-06,0.0025384716591770238,0.0007267642473599885,0.0028899741069895084,0.01630042442252941,0.009043124961642588,0.006147638488449414,0.013980272150100883,0.002898798384167178,0.0022012935351435553,6.0420592930635696e-06,0.01531464046266568,0.05527145595958116,0.005197450494459946,0.013034086121967839,0.006131052952373621,0.0061227632781147975,0.008403234252320691,0.02043689134450894,0.11542986088317303,0.01040190840900086,0.05918276898769707,1.5402801855772122e-06,0.0019547595666877782
"AUT_Education, Health and Other Services",0.0016432825836807173,1.0267910379896812e-05,0.00097461851277024,0.013234875825863007,0.004621722713508868,0.017265467489938416,0.02230766610005302,0.005197824514217643,0.01001562269632669,0.00023290748142917682,0.0031494119626117945,2.143587599309626e-05,0.0226851704607788,0.028808428681456544,0.0042606924650616775,0.017377529557804125,0.008603295213058268,0.005314084369391165,0.0063548174725975536,0.014569475206036733,0.1056444807264064,0.0022891700478780215,0.07326195657243029,4.7821629672506275e-06,0.0020875845975989646
AUT_Private Households,0.0003145411292790796,0.00022244146937834086,0.0005368453904198928,0.0012799464893565424,0.0003928853564856112,0.0004190455843502262,0.0005004766893821743,0.0002668592540914815,0.0004879929326029603,0.00023712911516294937,0.0001871327609915541,0.0001629741021472959,0.0002936902511271266,0.00023330846989067975,0.00021912285244652996,0.00023399171903552127,0.0002981902644694423,0.000249789842416076,0.0004062252932888407,0.00025613348955150347,0.001029066892076115,0.000398472599657069,0.0009211745316907989,0.00020872009897542507,0.00024384342172677328
AUT_Others,0.0003540223995970347,3.281139412432984e-05,0.00029374853431218833,0.00015367059488823634,0.0008915160420586614,0.02128482792216526,0.025171428563486153,0.005509754443946889,0.006828881501711264,0.0007475950728729674,0.0032397444290143923,3.020971079050358e-05,0.019167767008518338,0.009811378587325156,0.004333990260183923,0.015381800948979861,0.010035935724222025,0.002594947350629435,0.0038905185679497765,0.007964714361768958,0.14132278765036302,0.0008751880161472056,0.01065787748904464,1.3287247044745458e-05,0.04354140623094788
BEL_Agriculture,0.055816298968933975,8.4694867714989e-05,0.002734082893892207,0.2830368010625327,3.252084521069502e-05,0.0012673676052243257,0.09162527506219069,0.0015791015321438666,0.03192303832724531,1.869957738174054e-05,2.576739582599822e-05,9.280971709826395e-05,0.03361100413539111,9.981865251247488e-05,0.0013461920431533908,0.18948532222797596,0.0007650456710633321,0.00011761217311975848,0.0036276979992069425,5.8735816543012986e-05,0.029859150644900603,0.00017788186024970677,0.06629834254510988,5.727014232260382e-06,5.278499754686832e-05
BEL_Fishing,0.0005079978939576523,0.0005970754931249875,0.0008911447596408925,0.007801358454425229,0.06111317782267634,0.012032949687512194,0.21898073855913425,0.030289577368003688,0.040060045287151895,0.009616093211684062,0.0003449540613798794,0.0006964556726420479,0.001038657525507574,0.0004886582211150729,0.011003846236764984,0.22829033233259177,0.006444438686676666,0.005217819303285431,0.12660643149809214,0.004881925365385448,0.030752889088078016,0.0006562232689765917,0.0065933363169600485,0.0001784594502545785,0.0004389086273709036
BEL_Mining and Quarrying,0.00021253865142351224,0.012898159290393684,0.02220843826829202,0.0027783169042476003,0.0006683710852929319,0.004978770443640647,0.03301951812406808,0.010462127674009723,0.02494567624948498,0.0002920769083445833,0.0016767811268351106,0.0011433225639220252,0.12894998839620997,0.013287049595760363,0.04176268709563086,0.05068276172970975,0.0006496753018707423,0.008702116195704598,0.21435617241819205,0.007116684781143866,0.30612827245531943,0.0002607058127597043,0.006683693817116285,7.591558443613947e-05,0.000338012792092734
BEL_Food & Beverages,0.22395374247853284,0.005463697944489166,0.018022035610461465,0.20210544890607898,0.0017736333201878137,0.02759553591444643,0.029183172496836114,0.007137130190717856,0.0018287035180317825,0.0001477652867110282,0.0013390342149777305,0.00020503863492419978,0.016181636947019587,0.00393859181252455,0.0034275106381269935,0.14285099910222643,0.0009714194226715506,0.004263550593513958,0.047218074707349775,0.003406664824573319,0.11578106193688473,2.9914835627442864e-05,0.00958610623254437,2.167217600016794e-06,0.0005579608360129057
BEL_Textiles and Wearing Apparel,0.008770061694845586,8.849381503184057e-05,0.0004980287792792263,0.0313857054622658,0.27148877020694645,0.014854805889176518,0.08580541720703078,0.003206679477432719,0.0008964297842691795,0.0011885737425227666,0.04479855971225649,0.0017527073997021122,0.035568887146023895,0.003973791057449921,0.0022289641649224966,0.169172099277972,0.0006189978848594654,0.007575173278071606,0.05040749781331569,0.004026230035944799,0.0841482570387208,4.5414592735300765e-05,0.00994749467731206,7.02358219832844e-06,0.0001323865540238956
BEL_Wood and Paper,0.013037683644054193,0.00033767104345644217,0.002229364812454377,0.007588200979938251,0.02669820260810043,0.20272059416797403,0.07145231073276069,0.005145360405100096,0.0006263500880138616,0.0001588694925670568,0.0031239474083049642,0.00011539587826491434,0.03529140255713402,0.010154323905540562,0.0018045297161136172,0.15382698281548327,0.0005822288450532748,0.009469705515380598,0.08041001132447453,0.02003016464981718,0.13185943658840235,6.936324076186362e-05,0.010779066014647584,5.852460815400713e-06,0.0007569819916128764
"BEL_Petroleum, Chemical and Non-Metallic Mineral Products",0.00039121600237157234,0.04489221234403447,0.04501766737946908,0.004639766949243564,0.002092089489260554,0.02757693162297333,0.30021058331777384,0.01557909589388683,0.0014046798669060318,0.00014481044358945916,0.0008723814889261955,0.000236245531029653,0.03536157065837678,0.01162509825182551,0.0017811693779364657,0.1454719401838165,0.0005298527525360844,0.006373426806135681,0.05611348578216936,0.004274624069095809,0.10792033193972644,4.4860632503288305e-05,0.014501952655620933,2.5570324210807926e-06,0.0006936065710832326
BEL_Metal Products,0.00037469692652375447,0.0045526438836726475,0.009141048587354116,0.0001408739200746264,0.0008995423738682568,0.0034599878111560033,0.06511797746074205,0.34995545926770244,0.010086731164210877,0.0013224502826378547,0.0019680880294347335,0.00031175905894251444,0.03372677014997416,0.01594193791384889,0.004077486602727447,0.1397930648753915,0.0006147651297447064,0.008599854624242603,0.06536244356079536,0.00393196540608594,0.0819062814824238,4.234626003345832e-05,0.013909092836616321,2.2919607519680543e-06,0.0005683199015219632
BEL_Electrical and Machinery,8.155199709553336e-05,0.0004020059892943004,0.0007296065688487588,0.00020226694236596704,0.0012193697076581642,0.013601421294520466,0.06418403939033918,0.12340094437484739,0.17993960738327439,0.009401270981670254,0.0021106833910435824,6.85421453531913e-05,0.01626209947128944,0.006728881159055238,0.002569695881288274,0.14003864220878426,0.0015321315560389874,0.018421143269031107,0.04056916994077654,0.010832754434379057,0.186714478927205,5.020103635890524e-05,0.010840333091519827,5.930184251199226e-06,0.0007553608777789093
BEL_Transport Equipment,0.00011217354817881752,7.953739697066848e-06,9.156717510177148e-06,0.0005230852763317437,0.012635949632746515,0.007022318900244572,0.04258965319159384,0.06028286414103293,0.11924084336039208,0.2995166760546499,0.020804906493570224,8.39176491307784e-05,0.004750664450806151,0.003960181015737072,0.07495578285719852,0.07875693179267174,0.00024579512252738325,0.004521143875287438,0.04331268828180023,0.003408284528885206,0.061540834421159096,2.7596877530413773e-05,0.009550873249826826,2.6991410665848214e-06,0.004408716679802212
BEL_Other Manufacturing,0.00034834077620866694,0.06200107098539266,0.08177477501787242,0.0036513273443537055,0.048415978792224756,0.0506073417992005,0.07692952717736286,0.05940701455532197,0.003433652191867295,0.015190673073772459,0.1409230859845436,0.0005560292570050171,0.008881939773210383,0.002386885200184875,0.0014629068782246054,0.17715394268163934,0.00035643094366408115,0.0031297316787001236,0.03756949871045136,0.003475503164672866,0.05700475794751012,5.597088117258634e-05,0.011005103061706642,4.900384392869067e-06,0.0002988692267005718
BEL_Recycling,0.00037798879148561885,0.00032037141534500504,0.00045470156024545583,0.0005198689891714968,0.00036003350555431293,0.0005153481708598832,0.0006880286358342642,0.000467505132944811,0.0005001609464380246,0.0002781882250885662,0.00019845928103773551,0.00021488315081312682,0.0004087097868679934,0.0002666648863070326,0.00030189687084133016,0.00042431004021588743,0.0003310497775769358,0.0003549955748107141,0.0004315014642133058,0.0004739482641720499,0.0007152105338924249,0.00048773292722093724,0.0005037688990932679,0.0001247151569824606,0.0002799580129873681
"BEL_Electricity, Gas and Water",2.833605649387011e-05,0.004327596250778039,0.012305029954480304,7.361488647631396e-05,9.648312649669808e-05,0.002431792883687812,0.033973949885707004,0.004800631805957221,0.0737717083935799,0.00021843029947685088,0.0005625826330474878,0.002333548941337888,0.10031147675648941,0.08586463456795303,0.0015027070589816037,0.05902173216864572,0.00034725347850342265,0.0009585007348335752,0.01812199891089527,0.00858351688253171,0.10533193130257912,5.1058454062717836e-05,0.006088829208749995,7.413015975149213e-06,8.310995572558566e-05
BEL_Construction,3.256813018331467e-06,0.002078622589304491,0.005539116073869313,0.0001531408742324883,0.004914566579057842,0.025871434725032522,0.08655982942160695,0.057781152897691423,0.020184675211015943,0.0001510851511606363,0.0017520075509537237,2.1689374613724662e-05,0.00483042649943456,0.3173185264263056,0.0015516100961278313,0.09558389707712968,0.0005841356375179509,0.005069415475220362,0.01540465599910773,0.0047636583810722844,0.072453431130281,2.9103704377527506e-05,0.008227608532273716,1.2843386587340855e-06,9.364299195643249e-05
BEL_Maintenance and Repair,0.0009612608921664863,1.7057046891783692e-05,1.5988011491138116e-05,0.00033435714156179004,0.0013220996053661897,0.023452802090260107,0.03144679036201847,0.011735350806700302,0.023914875887859524,0.07645647532685246,0.0017791407582663369,4.889719799018674e-05,0.008922963462123214,0.031206955335840923,0.03661579031057577,0.03525936122570483,0.005249679631272168,0.008736076344604396,0.05598870175886892,0.023747381500224207,0.26519535500003705,7.25585027387735e-05,0.0062973957802996885,6.299981961421377e-06,0.0013916380721301178
BEL_Wholesale Trade,0.0025303308493735393,0.0006563678259818424,0.0021066791650495766,0.014474970125050904,0.003339640937204961,0.02341350382984228,0.0489509414926733,0.013156390666285161,0.012616057916164986,0.0017297951996145602,0.0068283763049650295,4.635348090069825e-05,0.006763660410000103,0.047779910509869086,0.010537091942379749,0.021113479977186187,0.03078025708229197,0.020948108775049146,0.07830400542744824,0.03807670821836727,0.2916995617017934,0.00012179324311601884,0.010068414512495467,4.5048332032101056e-06,0.0009291208725290836
BEL_Retail Trade,1.3209476745391688e-05,1.3523538481193572e-06,4.29174066271397e-06,5.881298181128382e-05,0.0002601991737939594,0.0007362655889617401,0.0003585873907245123,0.00047825560235043854,9.353135194217467e-05,3.0294425740623865e-05,6.8494526080898e-05,2.6262387124891393e-06,0.0004142174501153516,0.0011321662340908199,7.000090704135345e-05,0.00036678640568156177,0.000847928043513943,0.0002200107456171412,0.0003992422564916647,0.00034130080863526704,0.00398645334774055,2.491579565808508e-06,0.0001109714428540944,1.2871816737927348e-07,2.3812091107289764e-06
BEL_Hotels and Restraurants,0.006276853380600987,0.002125050992371431,0.008013040698664445,0.23322513021190255,0.002262753888646455,0.012365489485233751,0.006467280646100843,0.001314282783277914,0.0005394480905349686,0.00028338967986853196,0.004909176826122636,0.00012065522216198154,0.02893792273976894,0.038477952834910456,0.0031248293424939962,0.058280254343301176,0.001789034554062625,0.03664684565490754,0.023694013425509246,0.01554146571205343,0.17846123232011826,0.000270640127144497,0.017253365479840757,3.0770576988092847e-06,0.014617241477475935
BEL_Transport,7.163920621282831e-06,8.856963135662126e-06,1.9196139426924495e-05,0.00033960273486055456,0.0015140821789907345,0.0065458807669934475,0.04791861309383255,0.00035110043891382886,0.000690642544679144,0.015367300367351277,0.0012024290931919653,3.0882989924357615e-05,0.008587622101288878,0.04557864300123889,0.01910942584110091,0.028605418803587992,0.003792683418138577,0.048035027094632345,0.2768686180759087,0.01457153612496972,0.13849531748227673,3.238885339207313e-05,0.005357769912320175,7.1553335446294374e-06,9.426197439717944e-05
BEL_Post and Telecommunications,4.299437355396609e-06,6.439336167660155e-06,4.9190734510081124e-06,0.00011352012391343181,0.0007427659823656449,0.0059705551121740615,0.00663307498438731,0.0017781938706112508,0.012639519295579162,7.308948156408207e-05,0.0011373186525550406,1.3330086848454505e-05,0.005785409366008548,0.0074617484597469756,0.0018546487430878094,0.013629365611893008,0.0003921482881689091,0.005939588304217884,0.04589212718504429,0.1322565250805672,0.13151435160086797,5.388112287279836e-05,0.003804026652799726,2.9092265638769454e-06,1.94215251423598e-05
BEL_Finacial Intermediation and Business Activities,0.00019812094359345045,2.133154562589655e-05,8.812622996471206e-05,0.00014021085225792546,0.0008269613577257477,0.025383732218483362,0.008224850295069195,0.0016260400483956757,0.0034043067258496063,0.0013987787404276927,0.001284389109171164,2.178801756640143e-05,0.004472968585792601,0.035921838829255336,0.0049013536802708394,0.01740263926728901,0.0029421119968036777,0.009966550582208033,0.009944477667713138,0.027954540878211035,0.29998034829065195,0.0003306101610601166,0.011532996602252455,4.50260907387337e-06,0.0001877045322136992
BEL_Public Administration,0.0003615493771579531,1.993061330081554e-05,8.497732220955484e-05,0.00027174887848636594,0.00028659459402587275,0.0028834493990608115,0.002825272495384415,0.0009488758039290531,0.002215962788927951,0.0026031624569782122,0.0002952419542668752,2.3990974912164895e-05,0.002560506813200541,0.028672577689546785,0.0003362224234301925,0.0035972749867968826,5.99463532836201e-05,0.0009282611042173698,0.002138525345773455,0.0038153170508136605,0.027905057471936584,2.9353142251472546e-05,0.0032013865933319115,4.2214259752699133e-07,0.00014040330967348398
"BEL_Education, Health and Other Services",0.0019343683140645041,0.00011273546354822194,0.00037676768162494997,0.009850444994999406,0.001939923972447998,0.011303587361391382,0.030671895970053445,0.002083396894955007,0.004222627024912965,0.0002148945131750441,0.002831493626141425,8.855958484593563e-05,0.010692873380092423,0.01219230081007862,0.004084974321027347,0.02131459609777598,0.0007473946984983221,0.010409149321961098,0.0072451546136265785,0.012672184408009804,0.07909951812541423,0.001454334069221314,0.09075018812743336,3.402286414207933e-06,0.009426327082174335
BEL_Private Households,0.00043156167591338224,0.00034385233394921703,0.00047925782544135776,0.0005367105942736882,0.00035856968294390313,0.000512919648021356,0.0007016278593228166,0.0004683395439340127,0.0004876946625255085,0.0002801394838163913,0.00019805079511144624,0.00026888877582105633,0.0003939899728530091,0.00024822302263076065,0.000283205243458873,0.0003965703747579819,0.0003006384507045809,0.0003426593085949024,0.00040439374744435003,0.0005391580319726042,0.0006537985517972937,0.0004815137193551165,0.00046815363427208664,0.00014689714697588375,0.00027318591410842996
BEL_Others,3.776328704139275e-05,4.665402327164698e-05,0.00017447570920843005,0.005985208687354148,0.03630921800203156,0.00720520208920732,0.09052429033772562,0.00030690950643713757,9.348879714707807e-05,0.0003627588788609022,0.0028319852713007097,0.0006831740629879697,0.03437379657738235,0.00892911336749415,0.012985664804076537,0.093917995927207,0.0004932883016517025,0.004444739845591076,0.029845704748604394,0.011807327519976195,0.11964800424266986,5.8615339002425836e-05,0.013433769565331407,1.1360833513391379e-05,0.05730585980217301
BRA_Agriculture,0.09768458403928633,0.00010254636764919602,0.005052458454268357,0.04034782689915245,0.0015938101861478129,0.005586579315573968,0.19564970470345217,0.003324463739985123,0.0002012378737125336,0.00026239317254048524,0.0001128734395431281,4.417893905534938e-06,0.006035136201655664,1.001641545599752e-05,3.1949624917250033e-06,4.321464758181189e-06,3.5164638439292357e-06,3.2452762393740506e-06,0.028054348889014712,0.0025837351322161683,0.008265213503516215,4.729350218467151e-06,0.000339563318880933,1.0531436341306983e-06,1.6424305151309244e-05
BRA_Fishing,0.003198163529561794,9.434538828288355e-06,0.00038399204623595977,0.0036251795393304784,5.029286401118975e-05,5.013786411582281e-05,0.0018492698625258654,3.6343151651681306e-05,5.166203089997905e-06,6.930217863332859e-06,1.1527699261771255e-05,1.0014563369031561e-07,0.0001858456500735478,9.579354086913518e-08,1.194756179733753e-07,1.6111303205921338e-07,1.2938589572043051e-07,1.207331846221542e-07,0.0002521968567268779,0.00012715810644013147,0.00019630466986568845,1.7692304173574123e-07,1.0795940399506153e-05,3.98997489185352e-08,3.1779032248810384e-07
BRA_Mining and Quarrying,1.077165209546733e-05,0.0001649463103392163,0.05795609161382981,0.00023986230855639745,0.003979972234596473,0.007518492610770253,0.09464111234731326,0.04461914150424095,0.04842786166139791,0.0007177890826980296,1.1901136411524082e-05,9.003971463973645e-06,0.02963875517238837,0.008365483031313393,1.0113953429330359e-05,1.339366193804327e-05,1.1465011807946764e-05,0.014539394407960302,0.15585457341068612,0.0481975188403259,0.15962205126410073,0.0006889462633459694,0.015224479480101171,4.223266337169334e-06,0.00018596203937865932
BRA_Food & Beverages,0.34853616581107055,0.0007208295117933476,0.0030452088228052946,0.14081217362154722,0.006398575920354487,0.010111973388949919,0.0361311366729142,0.010574450687054869,0.00582495343206721,0.0004133370599642509,0.00017932735061205343,1.7594358691091855e-05,0.007871636804092258,0.00036316524585826055,0.0042651627332445236,0.05379216779971687,0.11884121049975671,0.0009873455678586346,0.035390041685054545,0.004344967989781356,0.03355307496742885,0.00019546212480470426,0.0042232828567042805,1.1199512054911809e-06,7.354004957871249e-05
BRA_Textiles and Wearing Apparel,0.016276372770660647,1.6924019582069e-05,0.00037946073428445385,0.03282086730862216,0.2102556410912153,0.010644949163578553,0.0699838816107506,0.002442418430346007,0.005488899094596051,0.00012710879579203038,0.0009385223276746645,0.00031209980032393,0.008589705526207485,0.0002445396384550267,0.0060332994787833305,0.0757452355673475,0.1670702289190594,2.1090886489313563e-05,0.01506061045405492,0.002280770319808304,0.020019892718709978,7.776665896570674e-05,0.002308389274517196,2.9314111268480595e-06,0.0001114264929272822
